Title,Price,Location,Erstzulassung,Kilometerstand,Leistung,Treibstoff,Getriebeart,Fahrzeugtyp,Vorbesitzer,Zustand,Antrieb,CO₂-Ausstoß,Verbrauch,Anzahl Türen,Anzahl Sitze,RestAttributes,Equipment
Audi e-tron GT RS quattro LED Matrix ACC Alcantara Assistenten 3D Kamera 22 Zoll Limousine,€ 139.990,Wienerstraße 101 7400 Oberwart Burgenland ,11/2021,14.900 km,598 PS (440 kW),Elektro,Automatik,Limousine,NaN,Gebrauchtwagen,Allrad,NaN,NaN,5,5,"{'Außenfarbe': 'Grau', 'Metallic\xadlackierung': '', 'Gewährleistung': '', 'Servicegepflegt': '', 'Leasingfähig': '', 'MwSt. ausweisbar': ''}","['ABS', 'Abstandstempomat', 'Alarmanlage', 'Antriebsschlupfregelung (ASR)', 'Apple CarPlay', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'Einparkhilfe', 'elektr. Fensterheber', 'elektr. Sitze', 'elektr. Spiegel', 'Fahrerairbag', 'Fernlichtassistent', 'Freisprecheinrichtung', 'Frontscheibenheizung', 'Handy induktiv laden', 'Head-Up-Display', 'ISOFIX', 'Keyless entry', 'Klimaanlage', 'Klimaautomatik', 'Kollisionswarner', 'Komfortfahrwerk', 'Kopfairbags', 'Kurvenfahrlicht', 'Laserlicht', 'Leasingfähig', 'Lederausstattung', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lenkradheizung', 'Lichtsensor', 'Lordosenstütze', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'MwSt. ausweisbar', 'Navigationssystem', 'Nebelscheinwerfer', 'Nichtraucherfahrzeug', 'Notbremsassistent', 'Notrufsystem', 'Panoramadach', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Rückfahrkamera', 'Schaltwippen', 'Schisack', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Sitzheizung', 'Sperrdifferential', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Spurhalteassistent', 'Stabilitätsprogramme (ESP)', 'Standheizung', 'Start/Stopp-Automatik', 'Tagfahrlicht', 'Teilautonomes Fahren', 'Tempomat', 'Totwinkelassistent', 'Zentralverriegelung']"
Audi A5 Coupé 40 TFSI S-line quattro Sportwagen / Coupé,€ 49.990,"Glattjoch Straße 130 8831 Niederwölz Murau, Steiermark ",3/2022,22.500 km,204 PS (150 kW),Benzin,Automatik,Sportwagen / Coupé,1,Gebrauchtwagen,Allrad,146 g/km,NaN,2,5,"{'Hubraum': '1.984 ccm', 'Zylinder': '4', 'Außenfarbe': 'Grau', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'Garantie bis': '5 Jahre / 100.000 km', 'Pickerl gültig bis': '03.2025', 'Garantie': '', 'Servicegepflegt': '', 'MwSt. ausweisbar': '', 'Leasingfähig': ''}","['ABS', 'Abstandstempomat', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'elektr. Fensterheber', 'elektr. Spiegel', 'Fahrerairbag', 'Freisprecheinrichtung', 'ISOFIX', 'Keyless entry', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Laserlicht', 'Leasingfähig', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lordosenstütze', 'Media-Interface / mp3', 'Mittelarmlehne', 'Multifunktionslenkrad', 'MwSt. ausweisbar', 'Navigationssystem', 'Nebelscheinwerfer', 'Panoramadach', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Reifendrucksensor', 'Rückfahrkamera', 'Schiebedach', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Sitzheizung', 'Sperrdifferential', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Spurhalteassistent', 'Start/Stopp-Automatik', 'Tempomat', 'Zentralverriegelung']"
"Audi A4 Avant 2,0 TDI - 1/3 ZINSFREI FINANZIERUNG Kombi / Family Van",€ 9.990,Eferdinger Straße 132a 4600 Wels Oberösterreich ,8/2009,210.000 km,120 PS (88 kW),Diesel,Schaltgetriebe,Kombi / Family Van,NaN,Gebrauchtwagen,Vorderrad,149 g/km,"5,70 l/100km",5,5,"{'Hubraum': '1.968 ccm', 'Außenfarbe': 'Weiß', 'Abgasnorm': 'EURO 5', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'Pickerl gültig bis': '08.2023'}","['8-fach Bereift', 'ABS', 'Antriebsschlupfregelung (ASR)', 'Beifahrerairbags', 'Bordcomputer', 'CD Player', 'Dachgepäckträger', 'Dachreling', 'elektr. Fensterheber', 'elektr. Spiegel', 'Fahrerairbag', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederlenkrad', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Lordosenstütze', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Regensensor', 'Seitenairbags', 'Servolenkung', 'Sitzheizung', 'Sportpaket', 'Sportsitze', 'Stabilitätsprogramme (ESP)', 'Tagfahrlicht', 'Tempomat', 'Xenon', 'Zentralverriegelung']"
"Audi A4 Avant 2,0 TDI quattro Sport S-tronic Kombi / Family Van",€ 20.990,"Im Hart 11 4642 Sattledt Wels-Land, Oberösterreich ",1/2018,179.000 km,190 PS (140 kW),Diesel,Automatik,Kombi / Family Van,1,Gebrauchtwagen,Allrad,116 g/km,"4,50 l/100km",5,5,"{'Hubraum': '1.968 ccm', 'max. Anhängelast': '1.800 kg', 'Zylinder': '4', 'Außenfarbe': 'Grau', 'Abgasnorm': 'EURO 6', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'Pickerl gültig bis': '1.2024', 'Servicegepflegt': '', 'MwSt. ausweisbar': '', 'Leasingfähig': ''}","['ABS', 'Antriebsschlupfregelung (ASR)', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'CD Player', 'Dachreling', 'Einparkhilfe', 'elektr. Fensterheber', 'elektr. Spiegel', 'Fahrerairbag', 'Freisprecheinrichtung', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Leasingfähig', 'Lederlenkrad', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Lordosenstütze', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'MwSt. ausweisbar', 'Navigationssystem', 'Nebelscheinwerfer', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Schaltwippen', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Sitzheizung', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Spurhalteassistent', 'Stabilitätsprogramme (ESP)', 'Start/Stopp-Automatik', 'Tagfahrlicht', 'Tempomat', 'Xenon', 'Zentralverriegelung']"
Audi Q8 50 TDI quattro Kombi / Family Van,€ 114.460,"Technologiestrasse 2 4481 Asten Linz Land, Oberösterreich ",3/2023,210 km,286 PS (210 kW),Diesel,Automatik,Kombi / Family Van,NaN,Gebrauchtwagen,Allrad,225 g/km,NaN,4,5,"{'Hubraum': '2.967 ccm', 'Außenfarbe': 'Schwarz', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['Abstandstempomat', 'Alarmanlage', 'Anhängerkupplung', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'elektr. Sitze', 'elektr. Spiegel', 'Freisprecheinrichtung', 'Head-Up-Display', 'ISOFIX', 'Keyless entry', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederausstattung', 'Lederlenkrad', 'Leichtmetall-/Alufelgen', 'Lordosenstütze', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Panoramadach', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Reifendrucksensor', 'Rückfahrkamera', 'Seitenairbags', 'Sitzheizung', 'Sportsitze', 'Spurhalteassistent', 'Tagfahrlicht', 'Tempomat', 'Zentralverriegelung']"
"Audi Q5 SQ5 3,0 TDI quattro DPF Tiptronic SUV / Geländewagen",€ 30.240,"Hönigtaler Straße 46 8301 Kainbach Graz-Umgebung, Steiermark ",2/2013,107.807 km,313 PS (230 kW),Diesel,Automatik,SUV / Geländewagen,NaN,Gebrauchtwagen,Allrad,179 g/km,"6,80 l/100km",5,5,"{'Hubraum': '2.967 ccm', 'max. Anhängelast': '2.400 kg', 'Zylinder': '6', 'Außenfarbe': 'Schwarz', 'Abgasnorm': 'EURO 5', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['ABS', 'Alarmanlage', 'Antriebsschlupfregelung (ASR)', 'Bluetooth / USB', 'CD Player', 'Dachgepäckträger', 'Dachreling', 'elektr. Fensterheber', 'elektr. Sitze', 'ISOFIX', 'Keyless entry', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederausstattung', 'Lederlenkrad', 'Leichtmetall-/Alufelgen', 'Lordosenstütze', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Panoramadach', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Reifendrucksensor', 'Schaltwippen', 'Seitenairbags', 'Servolenkung', 'Sitzheizung', 'Sportfahrwerk', 'Stabilitätsprogramme (ESP)', 'Start/Stopp-Automatik', 'Tagfahrlicht', 'Tempomat', 'Xenon', 'Zentralverriegelung']"
Audi A4 2.0tdi Sport Kombi / Family Van,€ 10.500,"Heinrich Pevnygasse 2320 Mannswörth Bruck an der Leitha, Niederösterreich ",05/2010,229.400 km,120 PS (88 kW),Diesel,Schaltgetriebe,Kombi / Family Van,3,Gebrauchtwagen,Vorderrad,NaN,NaN,5,5,"{'Außenfarbe': 'Weiß', '§57a ""Pickerl""': '', 'Pickerl gültig bis': '05.2024', 'Servicegepflegt': ''}","['8-fach Bereift', 'ABS', 'Antriebsschlupfregelung (ASR)', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'elektr. Fensterheber', 'elektr. Sitze', 'elektr. Spiegel', 'Freisprecheinrichtung', 'Frontscheibenheizung', 'Klimaanlage', 'Klimaautomatik', 'Leichtmetall-/Alufelgen', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Nichtraucherfahrzeug', 'Panoramadach', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Sitzheizung', 'Sportpaket', 'Sportsitze', 'Stabilitätsprogramme (ESP)', 'Start/Stopp-Automatik', 'Tagfahrlicht', 'Tempomat', 'Zentralverriegelung']"
Audi Q5 55 TFSI e quattro Sport SUV / Geländewagen,€ 50.490,"Salzburgerstrasse 292 4060 Leonding Linz Land, Oberösterreich ",6/2020,30.052 km,252 PS (185 kW),Hybrid Elektro/Benzin,Automatik,SUV / Geländewagen,NaN,Gebrauchtwagen,Allrad,176 g/km,NaN,4,NaN,"{'Hubraum': '1.984 ccm', 'Außenfarbe': 'Schwarz', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['Beifahrerairbags', 'Bordcomputer', 'elektr. Fensterheber', 'elektr. Spiegel', 'Freisprecheinrichtung', 'ISOFIX', 'Keyless entry', 'Klimaanlage', 'Klimaautomatik', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Lordosenstütze', 'Media-Interface / mp3', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Regensensor', 'Reifendrucksensor', 'Rückfahrkamera', 'Schaltwippen', 'Seitenairbags', 'Sportsitze', 'Tagfahrlicht', 'Tempomat', 'Zentralverriegelung']"
Audi Q5 SQ5 TDI SUV / Geländewagen,€ 28.490,"Salzburgerstrasse 292 4060 Leonding Linz Land, Oberösterreich ",1/2015,125.467 km,313 PS (230 kW),Diesel,Automatik,SUV / Geländewagen,NaN,Gebrauchtwagen,Allrad,179 g/km,NaN,4,5,"{'Außenfarbe': 'Weiß', 'Hubraum': '2.967 ccm', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['Beifahrerairbags', 'elektr. Fensterheber', 'elektr. Sitze', 'elektr. Spiegel', 'Freisprecheinrichtung', 'Klimaanlage', 'Leichtmetall-/Alufelgen', 'Multifunktionslenkrad', 'Navigationssystem', 'Parksensor hinten', 'Tagfahrlicht', 'Tempomat', 'Xenon']"
Audi Q8 50 TDI quattro Tiptronic**RS-SITZE*PANORAMA*B&O** SUV / Geländewagen,€ 84.900,"Brünner Strasse 148 2201 Gerasdorf Korneuburg, Niederösterreich ",3/2020,83.000 km,286 PS (210 kW),Diesel,Automatik,SUV / Geländewagen,NaN,Gebrauchtwagen,Allrad,NaN,NaN,4,5,"{'Hubraum': '2.967 ccm', 'Zylinder': '6', 'Außenfarbe': 'Schwarz', 'Metallic\xadlackierung': '', 'Gewährleistung': '', 'Servicegepflegt': ''}","['ABS', 'Alarmanlage', 'Android Auto', 'Anhängerkupplung', 'Antriebsschlupfregelung (ASR)', 'Apple CarPlay', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'Einparkhilfe', 'elektr. Fensterheber', 'elektr. Sitze', 'elektr. Spiegel', 'Fahrerairbag', 'Fernlichtassistent', 'Freisprecheinrichtung', 'Handy induktiv laden', 'ISOFIX', 'Keyless entry', 'Klimaanlage', 'Klimaautomatik', 'Kollisionswarner', 'Komfortfahrwerk', 'Kopfairbags', 'Kurvenfahrlicht', 'Lederausstattung', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Lordosenstütze', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Nichtraucherfahrzeug', 'Panoramadach', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Schaltwippen', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Sitzheizung', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Spurhalteassistent', 'Stabilitätsprogramme (ESP)', 'Tagfahrlicht', 'Tempomat', 'Zentralverriegelung']"
Audi A4 2.0 TDI 3x S line Kombi / Family Van,€ 7.400,Klagenfurt 9020 Klagenfurt Kärnten ,06/2012,327.000 km,120 PS (88 kW),Diesel,Schaltgetriebe,Kombi / Family Van,NaN,Gebrauchtwagen,Vorderrad,NaN,NaN,5,5,"{'Außenfarbe': 'Weiß', '§57a ""Pickerl""': '', 'Servicegepflegt': ''}","['ABS', 'Alarmanlage', 'Antriebsschlupfregelung (ASR)', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'CD Player', 'elektr. Fensterheber', 'elektr. Spiegel', 'Fahrerairbag', 'Freisprecheinrichtung', 'Klimaanlage', 'Klimaautomatik', 'Lederlenkrad', 'Leichtmetall-/Alufelgen', 'Media-Interface / mp3', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Nichtraucherfahrzeug', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Sitzheizung', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Stabilitätsprogramme (ESP)', 'Start/Stopp-Automatik', 'Tagfahrlicht', 'Tempomat', 'Zentralverriegelung']"
"Audi A4 Avant 2,0 TDI Sport S-tronic *S line* Kombi / Family Van",€ 32.989,"Anton-Auer-Straße 16 6410 Telfs Innsbruck-Land, Tirol ",2/2019,54.700 km,150 PS (110 kW),Diesel,Automatik,Kombi / Family Van,1,Gebrauchtwagen,Vorderrad,109 g/km,"4,10 l/100km",5,5,"{'Hubraum': '1.968 ccm', 'Zylinder': '4', 'Außenfarbe': 'Schwarz', 'Abgasnorm': 'EURO 6', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'Garantie bis': '3 Jahre', 'Pickerl gültig bis': '02.2024', 'Garantie': '', 'Servicegepflegt': '', 'MwSt. ausweisbar': '', 'Leasingfähig': ''}","['Abstandstempomat', 'Anhängerkupplung', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'Dachreling', 'elektr. Fensterheber', 'elektr. Spiegel', 'Fahrerairbag', 'Fernlichtassistent', 'Freisprecheinrichtung', 'Handy induktiv laden', 'Klimaanlage', 'Klimaautomatik', 'Kollisionswarner', 'Kopfairbags', 'Leasingfähig', 'Lederausstattung', 'Lederlenkrad', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'MwSt. ausweisbar', 'Navigationssystem', 'Nebelscheinwerfer', 'Nichtraucherfahrzeug', 'Notbremsassistent', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Regensensor', 'Reifendrucksensor', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Sitzheizung', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Spurhalteassistent', 'Tempomat', 'Totwinkelassistent', 'Xenon']"
Audi Q5 50 TFSI e quattro S line SUV / Geländewagen,€ 67.990,"Salzburgerstrasse 292 4060 Leonding Linz Land, Oberösterreich ",11/2022,7.562 km,265 PS (195 kW),Hybrid Elektro/Benzin,Automatik,SUV / Geländewagen,NaN,Gebrauchtwagen,Allrad,39 g/km,NaN,4,5,"{'Hubraum': '1.984 ccm', 'Außenfarbe': 'Grau', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['Abstandstempomat', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'Dachreling', 'elektr. Spiegel', 'Freisprecheinrichtung', 'ISOFIX', 'Kopfairbags', 'Kurvenfahrlicht', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lordosenstütze', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Reifendrucksensor', 'Sitzheizung', 'Spurhalteassistent', 'Tagfahrlicht', 'Tempomat']"
Audi A5 2.0 Diesel Limousine,€ 7.200,"1220 Wien, 22. Bezirk, Donaustadt ",10/2009,199.501 km,170 PS (125 kW),Diesel,Schaltgetriebe,Limousine,2,Unfallwagen,Vorderrad,NaN,NaN,4,4,"{'Außenfarbe': 'Schwarz', '§57a ""Pickerl""': '', 'Pickerl gültig bis': '10.2023'}","['ABS', 'Alarmanlage', 'Android Auto', 'Antriebsschlupfregelung (ASR)', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'CD Player', 'elektr. Fensterheber', 'elektr. Spiegel', 'Fahrerairbag', 'Freisprecheinrichtung', 'Klimaanlage', 'Lederausstattung', 'Lederlenkrad', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Nichtraucherfahrzeug', 'Parksensor hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Seitenairbags', 'Servolenkung', 'Sitzheizung', 'Sperrdifferential', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Start/Stopp-Automatik', 'Tagfahrlicht', 'Tempomat', 'Zentralverriegelung']"
Audi A4 Avant 35 TDI Kombi / Family Van,€ 37.990,"Salzburgerstrasse 292 4060 Leonding Linz Land, Oberösterreich ",8/2022,14.807 km,163 PS (120 kW),Diesel,Automatik,Kombi / Family Van,NaN,Gebrauchtwagen,Vorderrad,129 g/km,NaN,4,5,"{'Hubraum': '1.968 ccm', 'Außenfarbe': 'Schwarz', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'Dachreling', 'Freisprecheinrichtung', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Lordosenstütze', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Reifendrucksensor', 'Rückfahrkamera', 'Seitenairbags', 'Sitzheizung', 'Spurhalteassistent', 'Tempomat']"
Audi A6 4B Limousine,€ 1.150,"4322 Altenburg Perg, Oberösterreich ",10/1998,390.000 km,110 PS (81 kW),Diesel,Automatik,Limousine,2,Gebrauchtwagen,Vorderrad,NaN,NaN,5,5,{'Außenfarbe': 'Grau'},"['ABS', 'Alarmanlage', 'CD Player', 'elektr. Fensterheber', 'elektr. Spiegel', 'Nebelscheinwerfer']"
"Audi A4 Avant 1,4 TFSI Kombi / Family Van",€ 24.990,Linzer Strasse 65 4240 Freistadt Oberösterreich ,6/2017,63.100 km,150 PS (110 kW),Benzin,Schaltgetriebe,Kombi / Family Van,NaN,Gebrauchtwagen,Vorderrad,128 g/km,"5,50 l/100km",5,5,"{'Zylinder': '4', 'Außenfarbe': 'Grau', 'Hubraum': '1.395 ccm', 'Abgasnorm': 'EURO 6', 'max. Anhängelast': '0 kg', 'Metallic\xadlackierung': '', 'Gewährleistung': '', 'Servicegepflegt': ''}","['ABS', 'Antriebsschlupfregelung (ASR)', 'Beifahrerairbags', 'Bluetooth / USB', 'Dachreling', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Leichtmetall-/Alufelgen', 'Metallic-Lackierung', 'Mittelarmlehne', 'Reifendrucksensor', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Stabilitätsprogramme (ESP)', 'Xenon']"
Audi A6 RS6 Avant performance tiptronic LED Kamera Tempomat Kombi / Family Van,€ 69.900,Wienerstraße 101 7400 Oberwart Burgenland ,3/2017,129.900 km,605 PS (445 kW),Benzin,Automatik,Kombi / Family Van,NaN,Gebrauchtwagen,Allrad,223 g/km,"9,60 l/100km",5,5,"{'Hubraum': '3.993 ccm', 'Zylinder': '8', 'Außenfarbe': 'Schwarz', 'Abgasnorm': 'EURO 6', 'Metallic\xadlackierung': '', 'Gewährleistung': '', 'Servicegepflegt': ''}","['ABS', 'Alarmanlage', 'Antriebsschlupfregelung (ASR)', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'Dachreling', 'Einparkhilfe', 'elektr. Fensterheber', 'elektr. Sitze', 'elektr. Spiegel', 'Fahrerairbag', 'Freisprecheinrichtung', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Kurvenfahrlicht', 'Lederausstattung', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Lordosenstütze', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Nichtraucherfahrzeug', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Rückfahrkamera', 'Schaltwippen', 'Schisack', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Sitzheizung', 'Sperrdifferential', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Stabilitätsprogramme (ESP)', 'Start/Stopp-Automatik', 'Tagfahrlicht', 'Tempomat', 'Zentralverriegelung']"
Audi A6 Audi A6 2.8 quattro Kombi / Family Van,€ 11.770,"Ing. Leopold Fuhrmanngasse 4 2512 Tribuswinkel Baden, Niederösterreich ",06/2010,208.000 km,220 PS (162 kW),Benzin,Automatik,Kombi / Family Van,3,Gebrauchtwagen,Allrad,NaN,NaN,5,5,"{'Außenfarbe': 'Grau', 'Metallic\xadlackierung': '', '§57a ""Pickerl""': '', 'Pickerl gültig bis': '06.2023', 'Servicegepflegt': ''}","['8-fach Bereift', 'ABS', 'Alarmanlage', 'Antriebsschlupfregelung (ASR)', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'CD Player', 'Einparkhilfe', 'elektr. Fensterheber', 'elektr. Spiegel', 'Fahrerairbag', 'Freisprecheinrichtung', 'Klimaanlage', 'Klimaautomatik', 'Kurvenfahrlicht', 'Lederausstattung', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Lordosenstütze', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Nichtraucherfahrzeug', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Schaltwippen', 'Schisack', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Sitzheizung', 'Sportsitze', 'Stabilitätsprogramme (ESP)', 'Tagfahrlicht', 'Tempomat', 'Zentralverriegelung']"
Audi A4 AUDI A4 2.5 TDI V6*S-LINE*NAVI*XENON*KLIMA*TEMPOMA Limousine,€ 2.980,"Grillgasse 51 1110 Wien, 11. Bezirk, Simmering ",12/2004,312.000 km,163 PS (120 kW),Diesel,Schaltgetriebe,Limousine,NaN,Gebrauchtwagen,NaN,NaN,NaN,NaN,5,"{'Außenfarbe': 'Sonstige', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['ABS', 'Alarmanlage', 'Antriebsschlupfregelung (ASR)', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'CD Player', 'elektr. Fensterheber', 'elektr. Spiegel', 'Fahrerairbag', 'Klimaanlage', 'Klimaautomatik', 'Lederlenkrad', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Parksensor hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Servolenkung', 'Sitzheizung', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Tagfahrlicht', 'Tempomat', 'Xenon', 'Zentralverriegelung']"
Audi A3 Sportback 30 TFSI intense Limousine,€ 33.980,Gesäusestrasse 5-11 8940 Liezen Steiermark ,3/2022,18.000 km,110 PS (81 kW),Benzin,Schaltgetriebe,Limousine,NaN,Gebrauchtwagen,Vorderrad,132 g/km,NaN,4,5,"{'Hubraum': '999 ccm', 'Außenfarbe': 'Weiß', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['Bluetooth / USB', 'Dachreling', 'elektr. Spiegel', 'Freisprecheinrichtung', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederausstattung', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Parksensor hinten', 'Radio', 'Reifendrucksensor', 'Seitenairbags', 'Sitzheizung', 'Sportsitze', 'Spurhalteassistent', 'Tempomat']"
